property,value,unit,cmp_ids,cmp_mole_fractions
Enthalpy of mixing,0.5547768970208748,kJ/mol,"[75.0, 65.0]","[0.4, 0.6]"
Enthalpy of mixing,-0.2090149218752331,kJ/mol,"[12.0, 29.0, 53.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.5259381298451474,kJ/mol,"[28.0, 48.0, 17.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.2168665968918422,kJ/mol,"[11.0, 2.0, 64.0, 53.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8297919299094114,kJ/mol,"[4.0, 28.0, 6.0, 71.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.3720156728058116,kJ/mol,"[12.0, 11.0, 14.0, 72.0, 8.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.1704196290328113,kJ/mol,"[79.0, 38.0, 8.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.7613568950206281,kJ/mol,"[48.0, 72.0, 74.0, 67.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.7835372029756366,kJ/mol,"[45.0, 28.0, 48.0, 6.0, 55.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.2536578430253826,kJ/mol,"[28.0, 1.0]","[0.2, 0.8]"
Enthalpy of mixing,2.047203944399014,kJ/mol,"[15.0, 38.0, 31.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-1.8959120616421143,kJ/mol,"[28.0, 55.0, 21.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.3759212301484413,kJ/mol,"[4.0, 28.0, 48.0, 74.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.0688687632305198,kJ/mol,"[48.0, 19.0, 27.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-3.0640039744726306,kJ/mol,"[4.0, 54.0, 66.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.4407360546579972,kJ/mol,"[4.0, 28.0, 38.0, 66.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.5590479889583087,kJ/mol,"[44.0, 72.0]","[0.2, 0.8]"
Enthalpy of mixing,-0.2585399392299066,kJ/mol,"[78.0, 48.0]","[0.2, 0.8]"
Enthalpy of mixing,0.9268286446457936,kJ/mol,"[48.0, 19.0, 38.0, 53.0, 27.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.220770665035115,kJ/mol,"[76.0, 20.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.5438741969135995,kJ/mol,"[30.0, 28.0, 72.0, 74.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3918611502597338,kJ/mol,"[12.0, 35.0, 53.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.9504493447539456,kJ/mol,"[4.0, 48.0, 6.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.26920356842086,kJ/mol,"[19.0, 72.0, 38.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-1.0470717755053816,kJ/mol,"[45.0, 48.0, 72.0, 21.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.1173142417133586,kJ/mol,"[11.0, 19.0, 72.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.309352961238859,kJ/mol,"[12.0, 14.0, 38.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.3736482430476556,kJ/mol,"[11.0, 34.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.3548295148129275,kJ/mol,"[14.0, 64.0, 44.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-2.127496360748749,kJ/mol,"[4.0, 74.0, 66.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.2375922505657735,kJ/mol,"[12.0, 19.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.2496679431052001,kJ/mol,"[14.0, 34.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.6291576399712577,kJ/mol,"[48.0, 6.0, 61.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5535852987293775,kJ/mol,"[6.0, 74.0, 61.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.7782095272780788,kJ/mol,"[2.0, 48.0, 72.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.248193346480321,kJ/mol,"[4.0, 48.0, 60.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.6544311329055533,kJ/mol,"[29.0, 48.0, 72.0, 38.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.1398538260711717,kJ/mol,"[2.0, 48.0, 14.0, 72.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5277277825278832,kJ/mol,"[48.0, 72.0, 60.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.9128423316252454,kJ/mol,"[68.0, 54.0, 31.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-1.4763142521593982,kJ/mol,"[15.0, 45.0, 6.0, 54.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.3973326805211537,kJ/mol,"[75.0, 78.0, 48.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.1684317041378293,kJ/mol,"[20.0, 31.0]","[0.6, 0.4]"
Enthalpy of mixing,0.1129541020855737,kJ/mol,"[14.0, 27.0]","[0.4, 0.6]"
Enthalpy of mixing,-0.5659883013177077,kJ/mol,"[76.0, 41.0, 53.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.1264452941534439,kJ/mol,"[74.0, 67.0, 21.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-1.9775779533804951,kJ/mol,"[45.0, 28.0, 74.0, 71.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4810099582243657,kJ/mol,"[11.0, 14.0, 34.0, 72.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.2540409204288282,kJ/mol,"[4.0, 28.0, 48.0, 72.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.2912717862663095,kJ/mol,"[42.0, 74.0]","[0.5, 0.5]"
Enthalpy of mixing,1.1175852651658895,kJ/mol,"[2.0, 48.0, 6.0, 64.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.7431378820263397,kJ/mol,"[75.0, 12.0, 11.0, 53.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.036877892887908,kJ/mol,"[12.0, 29.0, 48.0, 72.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.35326853655608,kJ/mol,"[48.0, 64.0, 34.0, 38.0, 8.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3208173106507551,kJ/mol,"[48.0, 77.0, 31.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.059025730458124,kJ/mol,"[34.0, 38.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-1.7299674173703332,kJ/mol,"[19.0, 53.0, 60.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.4045039257384448,kJ/mol,"[2.0, 53.0]","[0.4, 0.6]"
Enthalpy of mixing,-0.9534901642508006,kJ/mol,"[45.0, 78.0, 28.0, 48.0, 74.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.1243522955326201,kJ/mol,"[6.0, 64.0, 67.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.8803591841996988,kJ/mol,"[35.0, 14.0, 6.0, 64.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-3.004090627775688,kJ/mol,"[47.0, 54.0]","[0.8, 0.2]"
Enthalpy of mixing,1.3901459049817204,kJ/mol,"[2.0, 14.0, 6.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.462878936313457,kJ/mol,"[11.0, 6.0, 53.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.1003653556192428,kJ/mol,"[6.0, 38.0, 53.0, 7.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.7077354492940238,kJ/mol,"[12.0, 11.0, 29.0, 64.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8561483143035634,kJ/mol,"[48.0, 37.0, 38.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.3852694815924718,kJ/mol,"[75.0, 12.0, 38.0, 50.0, 73.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4641827843372449,kJ/mol,"[48.0, 14.0, 64.0, 67.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.6913264752255498,kJ/mol,"[45.0, 74.0, 1.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.3637085040311629,kJ/mol,"[12.0, 2.0, 72.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.9020720936550706,kJ/mol,"[48.0, 6.0, 38.0, 56.0, 8.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4861912254451668,kJ/mol,"[12.0, 35.0, 14.0, 8.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.9073632777600784,kJ/mol,"[29.0, 64.0, 38.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.3285601652761578,kJ/mol,"[75.0, 11.0, 29.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4731286846937616,kJ/mol,"[76.0, 12.0, 50.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.799204891676086,kJ/mol,"[19.0, 50.0, 73.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.0385543375720746,kJ/mol,"[13.0, 48.0, 6.0, 64.0, 72.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.1002304471367874,kJ/mol,"[4.0, 28.0, 61.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.518597166134202,kJ/mol,"[11.0, 72.0, 67.0, 8.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.9742143073820536,kJ/mol,"[12.0, 29.0, 14.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2952222225747665,kJ/mol,"[35.0, 6.0, 72.0, 53.0, 8.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.167076551319157,kJ/mol,"[48.0, 6.0, 72.0, 80.0, 54.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.4763184538992404,kJ/mol,"[2.0, 73.0]","[0.4, 0.6]"
Enthalpy of mixing,0.6284307852644299,kJ/mol,"[28.0, 37.0]","[0.8, 0.2]"
Enthalpy of mixing,-0.1006275446655449,kJ/mol,"[6.0, 72.0]","[0.4, 0.6]"
Enthalpy of mixing,0.7190968449476948,kJ/mol,"[48.0, 26.0, 54.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-1.7495235178044457,kJ/mol,"[10.0, 74.0]","[0.2, 0.8]"
Enthalpy of mixing,1.6946768128691028,kJ/mol,"[2.0, 6.0, 72.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.0994318708964576,kJ/mol,"[48.0, 34.0, 8.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.164005859228084,kJ/mol,"[76.0, 29.0]","[0.5, 0.5]"
Enthalpy of mixing,-0.201707741874541,kJ/mol,"[14.0, 38.0, 53.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.0988521916041532,kJ/mol,"[2.0, 48.0, 14.0, 53.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.9854300488335132,kJ/mol,"[6.0, 34.0, 53.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.3866131358296493,kJ/mol,"[72.0, 80.0, 74.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.1865304185259892,kJ/mol,"[72.0, 67.0, 53.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.281150799393989,kJ/mol,"[48.0, 34.0, 8.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.3776470064859797,kJ/mol,"[12.0, 64.0, 60.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.7122975154106616,kJ/mol,"[48.0, 70.0, 72.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.028149900494124,kJ/mol,"[75.0, 48.0, 70.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.6681309792398422,kJ/mol,"[12.0, 64.0, 38.0, 67.0, 27.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.3272774815867343,kJ/mol,"[29.0, 14.0, 6.0, 64.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-1.9021695149867428,kJ/mol,"[6.0, 46.0, 21.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.9147082509585196,kJ/mol,"[6.0, 72.0, 49.0, 54.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-1.402774427659074,kJ/mol,"[19.0, 8.0]","[0.6, 0.4]"
Enthalpy of mixing,-0.1205062638604775,kJ/mol,"[12.0, 19.0, 64.0, 72.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.0097478506986961,kJ/mol,"[58.0, 72.0, 8.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.4020797118827244,kJ/mol,"[12.0, 14.0, 6.0, 64.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.6038141117104956,kJ/mol,"[12.0, 11.0, 35.0, 48.0, 6.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.2317783568519064,kJ/mol,"[6.0, 66.0]","[0.8, 0.2]"
Enthalpy of mixing,-0.7161972706349344,kJ/mol,"[45.0, 6.0, 74.0, 0.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4217587962936956,kJ/mol,"[75.0, 12.0, 41.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.5356638359667022,kJ/mol,"[6.0, 19.0, 53.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.0349734264144359,kJ/mol,"[6.0, 38.0, 5.0, 21.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.8087122024369412,kJ/mol,"[28.0, 48.0, 6.0, 57.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.129976122845253,kJ/mol,"[2.0, 14.0, 38.0, 53.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.5182878520716554,kJ/mol,"[48.0, 67.0, 27.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.092596974018981,kJ/mol,"[11.0, 35.0, 48.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.8476583244279271,kJ/mol,"[6.0, 34.0, 53.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.2557708858892247,kJ/mol,"[4.0, 74.0, 61.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.3738297874194899,kJ/mol,"[12.0, 44.0, 50.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.234744687033976,kJ/mol,"[11.0, 2.0, 14.0, 64.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4682522222143522,kJ/mol,"[48.0, 6.0, 74.0, 77.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.5825577385083273,kJ/mol,"[15.0, 45.0, 48.0, 74.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4222158953199387,kJ/mol,"[28.0, 18.0, 74.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.8821305466957042,kJ/mol,"[12.0, 13.0, 38.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.0963046754508727,kJ/mol,"[12.0, 11.0, 48.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-2.8913753666898723,kJ/mol,"[80.0, 74.0, 21.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.1805266197447562,kJ/mol,"[12.0, 19.0, 38.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.2551514838405394,kJ/mol,"[29.0, 6.0, 60.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.7370451636713946,kJ/mol,"[12.0, 11.0, 6.0, 38.0, 8.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3064091414604299,kJ/mol,"[48.0, 14.0, 19.0, 50.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.0065127709128193,kJ/mol,"[28.0, 65.0, 48.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.0500548884392073,kJ/mol,"[48.0, 58.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.4511466403571459,kJ/mol,"[4.0, 48.0, 6.0, 54.0, 66.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8612838314530145,kJ/mol,"[2.0, 48.0, 6.0, 72.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.011936372661425,kJ/mol,"[62.0, 38.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.0656950390575128,kJ/mol,"[14.0, 34.0, 60.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.8444216678246781,kJ/mol,"[78.0, 54.0]","[0.6, 0.4]"
Enthalpy of mixing,-0.4315900892815748,kJ/mol,"[6.0, 42.0, 54.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.3199489041954607,kJ/mol,"[48.0, 67.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.3402081447732765,kJ/mol,"[6.0, 70.0, 72.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.9329230648542184,kJ/mol,"[14.0, 34.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.0824997317471785,kJ/mol,"[11.0, 19.0, 53.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.3013846317256377,kJ/mol,"[68.0, 6.0, 54.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.0911030412597658,kJ/mol,"[37.0, 74.0]","[0.6, 0.4]"
Enthalpy of mixing,0.6921880421242751,kJ/mol,"[11.0, 14.0, 38.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.021489433770696,kJ/mol,"[72.0, 62.0, 8.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-1.090651023610097,kJ/mol,"[39.0, 38.0, 54.0, 21.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.3157770529680592,kJ/mol,"[6.0, 60.0]","[0.2, 0.8]"
Enthalpy of mixing,0.4426482272182478,kJ/mol,"[6.0, 19.0, 38.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.1528695121737711,kJ/mol,"[48.0, 8.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.951137289730604,kJ/mol,"[48.0, 49.0, 38.0, 54.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.1315591212798594,kJ/mol,"[76.0, 19.0, 53.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.8642130358330172,kJ/mol,"[76.0, 35.0, 53.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.8091203547059136,kJ/mol,"[22.0, 48.0]","[0.5, 0.5]"
Enthalpy of mixing,0.66700490170243,kJ/mol,"[6.0, 34.0, 38.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.1939545965897213,kJ/mol,"[4.0, 7.0, 21.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.1862544341675323,kJ/mol,"[49.0, 21.0]","[0.8, 0.2]"
Enthalpy of mixing,0.573017769732757,kJ/mol,"[12.0, 8.0]","[0.4, 0.6]"
Enthalpy of mixing,1.286046390462093,kJ/mol,"[2.0, 53.0, 23.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-1.200445566024141,kJ/mol,"[78.0, 28.0, 21.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.1054344283615964,kJ/mol,"[28.0, 72.0, 57.0, 38.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-1.6572930894103055,kJ/mol,"[4.0, 20.0, 38.0, 54.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.2068291546114299,kJ/mol,"[14.0, 64.0]","[0.6, 0.4]"
Enthalpy of mixing,1.6437942188305923,kJ/mol,"[4.0, 20.0, 6.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.2118827009390498,kJ/mol,"[78.0, 28.0, 48.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.2932668144046068,kJ/mol,"[6.0, 63.0]","[0.2, 0.8]"
Enthalpy of mixing,0.4486394341347667,kJ/mol,"[76.0, 12.0, 19.0, 50.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.774859506091379,kJ/mol,"[11.0, 29.0, 6.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.7471929092684113,kJ/mol,"[12.0, 29.0, 48.0, 14.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.3269943595611104,kJ/mol,"[72.0, 47.0]","[0.4, 0.6]"
Enthalpy of mixing,0.8186440878685036,kJ/mol,"[76.0, 14.0, 44.0, 50.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.1304436462071588,kJ/mol,"[75.0, 2.0, 73.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.5545387402221439,kJ/mol,"[6.0, 72.0, 46.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.2229293594101915,kJ/mol,"[15.0, 21.0, 31.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.0308344047152265,kJ/mol,"[12.0, 67.0, 8.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.2699928199255497,kJ/mol,"[76.0, 48.0, 66.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.5844302843358756,kJ/mol,"[22.0, 28.0, 48.0, 74.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4902856666305595,kJ/mol,"[28.0, 38.0, 59.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-1.789308128014444,kJ/mol,"[4.0, 74.0, 77.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2212037458648196,kJ/mol,"[14.0, 44.0, 8.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.1058772089132014,kJ/mol,"[76.0, 78.0, 48.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.57946199441037,kJ/mol,"[75.0, 41.0]","[0.4, 0.6]"
Enthalpy of mixing,0.4312141675096716,kJ/mol,"[12.0, 11.0, 29.0, 72.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.2307730152273573,kJ/mol,"[12.0, 53.0]","[0.5, 0.5]"
Enthalpy of mixing,-0.0359083854596797,kJ/mol,"[45.0, 28.0, 48.0, 72.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.0742134808191684,kJ/mol,"[72.0, 38.0, 54.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.5902522580317453,kJ/mol,"[6.0, 24.0, 53.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.4275619334489622,kJ/mol,"[11.0, 14.0, 34.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.6436332960665001,kJ/mol,"[14.0, 38.0, 23.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.8229621578922702,kJ/mol,"[12.0, 79.0, 6.0, 72.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3943784128561543,kJ/mol,"[12.0, 29.0, 23.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-2.892591883306904,kJ/mol,"[49.0, 54.0, 21.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.7754589363976044,kJ/mol,"[72.0, 62.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.3186008482202194,kJ/mol,"[20.0, 48.0, 6.0, 38.0, 54.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.1304726793443107,kJ/mol,"[47.0, 38.0, 60.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.2922339016247304,kJ/mol,"[12.0, 11.0, 53.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.6450985842406247,kJ/mol,"[12.0, 35.0, 72.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.0962451537052427,kJ/mol,"[48.0, 1.0]","[0.4, 0.6]"
